"Date","Time","ECA: IESO-Ontario Demand Historic Forecast","RTO: IESO-Ontario Demand Historic Forecast","TESLA: IESO-Ontario Demand Historic Forecast","TESLA: IESO-Ontario Demand Actual",
"2022-05-06","13:00","14256.80","14163.65","14163.65","13886.83",
"2022-05-06","14:00","14066.60","13946.55","13946.55","13609.40",
"2022-05-06","15:00","13917.90","13755.20","13755.20","13286.52",
"2022-05-06","16:00","13860.20","13631.05","13631.05","13212.94",
"2022-05-06","17:00","14061.00","13851.75","13851.75","13448.29",
"2022-05-06","18:00","14590.70","14442.40","14442.40","13998.35",
"2022-05-06","19:00","14651.00","14434.75","14434.75","14294.52",
"2022-05-06","20:00","14818.30","14603.05","14603.05","14535.40",
"2022-05-06","21:00","14866.00","14720.70","14720.70","14798.08",
"2022-05-06","22:00","14722.30","14523.05","14523.05","14808.02",
"2022-05-06","23:00","13977.80","13800.95","13800.95","13961.41",
"2022-05-06","24:00","13076.70","12894.40","12894.40","12827.24",
"2022-05-07","01:00","12190.10","12227.95","12227.95","11934.54",
"2022-05-07","02:00","11782.00","11821.90","11821.90","11679.88",
"2022-05-07","03:00","11514.80","11681.50","11681.50","11362.52",
"2022-05-07","04:00","11463.60","11512.55","11512.55","11206.63",
"2022-05-07","05:00","11452.30","11375.85","11375.85","11270.92",
"2022-05-07","06:00","11591.70","11471.80","11471.80","11531.58",
"2022-05-07","07:00","11713.70","11766.35","11766.35","11704.99",
"2022-05-07","08:00","12286.00","12415.10","12415.10","12090.28",
"2022-05-07","09:00","12816.20","12947.75","12947.75","12291.08",
"2022-05-07","10:00","13106.00","13151.50","13151.50","12234.14",
"2022-05-07","11:00","13147.90","13248.10","13248.10","12145.70",
"2022-05-07","12:00","13212.40","13370.30","13370.30","12202.55",
"2022-05-07","13:00","13222.70","13317.25","13317.25","12161.63",
"2022-05-07","14:00","13108.00","12991.25","12991.25","11968.96",
"2022-05-07","15:00","13043.50","12860.60","12860.60","11831.95",
"2022-05-07","16:00","12975.60","12690.25","12690.25","11812.40",
"2022-05-07","17:00","13218.60","12957.25","12957.25","12149.63",
"2022-05-07","18:00","13882.80","13585.95","13585.95","12808.95",
"2022-05-07","19:00","13905.50","13724.05","13724.05","13376.45",
"2022-05-07","20:00","14095.90","13981.90","13981.90","13732.93",
"2022-05-07","21:00","14318.10","14170.80","14170.80","14147.51",
"2022-05-07","22:00","14157.70","14058.95","14058.95","14176.74",
"2022-05-07","23:00","13597.50","13475.40","13475.40","13537.53",
"2022-05-07","24:00","12689.70","12557.45","12557.45","12885.00",
"2022-05-08","01:00","11989.10","11890.55","11890.55","12126.03",
"2022-05-08","02:00","11745.00","11533.05","11533.05","11687.83",
"2022-05-08","03:00","11405.50","11260.15","11260.15","11493.45",
"2022-05-08","04:00","11244.00","11111.80","11111.80","11337.93",
"2022-05-08","05:00","11263.50","11165.10","11165.10","11507.75",
"2022-05-08","06:00","11417.30","11315.85","11315.85","11804.01",
"2022-05-08","07:00","11476.20","11502.80","11502.80","11938.04",
"2022-05-08","08:00","11860.10","11818.55","11818.55","12115.22",
"2022-05-08","09:00","12156.60","12127.95","12127.95","12376.40",
"2022-05-08","10:00","12289.50","12397.60","12397.60","12308.10",
"2022-05-08","11:00","12425.20","12413.55","12413.55","11993.33",
"2022-05-08","12:00","12465.10","12575.75","12575.75","11962.85",
"2022-05-08","13:00","12565.40","12487.70","12487.70","11919.38",
"2022-05-08","14:00","12490.10","12474.90","12474.90","11711.01",
"2022-05-08","15:00","12299.20","12270.85","12270.85","11646.81",
"2022-05-08","16:00","12555.10","12320.45","12320.45","11668.19",
"2022-05-08","17:00","12832.40","12541.35","12541.35","12053.52",
"2022-05-08","18:00","13635.00","13533.30","13533.30","12828.77",
"2022-05-08","19:00","13739.70","13617.95","13617.95","13342.03",
"2022-05-08","20:00","13837.70","13935.70","13935.70","13812.60",
"2022-05-08","21:00","14231.40","14424.40","14424.40","14221.69",
"2022-05-08","22:00","14201.80","14189.40","14189.40","14075.93",
"2022-05-08","23:00","13509.50","13441.45","13441.45","13500.62",
"2022-05-08","24:00","12687.60","12624.70","12624.70","12723.11",
"2022-05-09","01:00","12001.70","12007.30","12007.30","12042.64",
"2022-05-09","02:00","11576.90","11614.05","11614.05","11526.39",
"2022-05-09","03:00","11422.20","11509.05","11509.05","11341.75",
"2022-05-09","04:00","11462.50","11560.80","11560.80","11443.62",
"2022-05-09","05:00","11628.20","11774.10","11774.10","11687.23",
"2022-05-09","06:00","12160.30","12338.65","12338.65","12311.15",
"2022-05-09","07:00","13153.50","13325.70","13325.70","13066.86",
"2022-05-09","08:00","14160.80","14273.10","14273.10","14067.82",
"2022-05-09","09:00","14550.80","14528.45","14528.45","14625.23",
"2022-05-09","10:00","14329.60","14293.00","14293.00","14045.81",
"2022-05-09","11:00","14203.20","14079.85","14079.85","13915.60",
"2022-05-09","12:00","14116.40","13985.95","13985.95","13756.62",
"2022-05-09","13:00","14097.50","14025.25","14025.25","13490.82",
"2022-05-09","14:00","14111.20","14031.25","14031.25","13647.28",
"2022-05-09","15:00","14072.70","13886.90","13886.90","13777.04",
"2022-05-09","16:00","14151.00","13974.90","13974.90","13821.24",
"2022-05-09","17:00","14558.40","14381.35","14381.35","14411.08",
"2022-05-09","18:00","15022.40","14877.25","14877.25","14935.72",
"2022-05-09","19:00","15125.50","15092.15","15092.15","14752.98",
"2022-05-09","20:00","15205.00","15240.90","15240.90","14945.20",
"2022-05-09","21:00","15207.00","15208.60","15208.60","15227.56",
"2022-05-09","22:00","14975.30","14938.50","14938.50","14887.52",
"2022-05-09","23:00","14093.10","13985.35","13985.35","13659.04",
"2022-05-09","24:00","13112.00","12965.30","12965.30","12876.88",
"2022-05-10","01:00","12450.30","12269.45","12269.45","12007.17",
"2022-05-10","02:00","11986.90","11811.95","11811.95","11637.98",
"2022-05-10","03:00","11753.80","11607.30","11607.30","11534.26",
"2022-05-10","04:00","11738.30","11592.70","11592.70","11485.01",
"2022-05-10","05:00","11876.80","11777.45","11777.45","11675.13",
"2022-05-10","06:00","12351.80","12277.85","12277.85","12113.42",
"2022-05-10","07:00","13313.30","13210.10","13210.10","12814.33",
"2022-05-10","08:00","14331.90","14098.60","14098.60","13835.69",
"2022-05-10","09:00","14689.50","14498.75","14498.75","14124.28",
"2022-05-10","10:00","14442.50","14267.25","14267.25","14019.46",
"2022-05-10","11:00","14268.60","14212.85","14212.85","13903.80",
"2022-05-10","12:00","14220.30","14104.75","14104.75","13889.59",
"2022-05-10","13:00","14127.80","13989.35","13989.35","14073.53",
"2022-05-10","14:00","14204.60","14063.45","14063.45","14157.33",
"2022-05-10","15:00","14245.40","14010.70","14010.70","14074.63",
"2022-05-10","16:00","14282.70","14107.70","14107.70","14301.78",
"2022-05-10","17:00","14685.70","14527.80","14527.80","14735.27",
"2022-05-10","18:00","15105.60","14980.50","14980.50","15246.72",
"2022-05-10","19:00","15217.90","15228.95","15228.95","15297.68",
"2022-05-10","20:00","15256.60","15408.40","15408.40","15454.23",
"2022-05-10","21:00","15288.50","15408.20","15408.20","15459.47",
"2022-05-10","22:00","15090.20","15154.20","15154.20","15225.33",
"2022-05-10","23:00","14188.40","14100.75","14100.75","14044.60",
"2022-05-10","24:00","13136.20","12993.45","12993.45","13133.80",
"2022-05-11","01:00","12470.60","12282.75","12282.75","12410.40",
"2022-05-11","02:00","11991.20","11757.70","11757.70","12091.07",
"2022-05-11","03:00","11730.40","11521.40","11521.40","11946.38",
"2022-05-11","04:00","11701.60","11454.50","11454.50","11675.98",
"2022-05-11","05:00","11842.50","11657.10","11657.10","11739.83",
"2022-05-11","06:00","12322.20","12101.90","12101.90","12028.65",
"2022-05-11","07:00","13275.30","13047.90","13047.90","12991.66",
"2022-05-11","08:00","14331.20","14014.40","14014.40","14031.33",
"2022-05-11","09:00","14722.80","14494.70","14494.70","14322.27",
"2022-05-11","10:00","14550.20","14458.50","14458.50","14607.52",
"2022-05-11","11:00","14394.50","14487.20","14487.20","14488.33",
"2022-05-11","12:00","14382.50","14436.70","14436.70","14206.02",
"2022-05-11","13:00","14277.50","14525.50","14525.50","14326.34",
"2022-05-11","14:00","14380.00","14661.75","14661.75","14522.06",
"2022-05-11","15:00","14420.20","14639.70","14639.70","14555.58",
"2022-05-11","16:00","14431.80","14716.45","14716.45","14726.78",
"2022-05-11","17:00","14770.60","15285.70","15285.70","15402.70",
"2022-05-11","18:00","15170.10","15676.50","15676.50","16079.02",
"2022-05-11","19:00","15285.70","15842.50","15842.50","16242.63",
"2022-05-11","20:00","15312.60","15955.40","15955.40","16364.12",
"2022-05-11","21:00","15329.30","15970.45","15970.45","16349.17",
"2022-05-11","22:00","15168.70","15761.75","15761.75","16010.72",
"2022-05-11","23:00","14276.10","14650.20","14650.20","14838.22",
"2022-05-11","24:00","13207.90","13523.05","13523.05","13667.13",
"2022-05-12","01:00","12516.30","12656.80","12656.80","12664.25",
"2022-05-12","02:00","12026.00","12066.25","12066.25","12152.83",
"2022-05-12","03:00","11761.40","11763.25","11763.25","12059.48",
"2022-05-12","04:00","11741.30","11656.00","11656.00","12074.13",
"2022-05-12","05:00","11810.30","11686.95","11686.95","12114.94",
"2022-05-12","06:00","12301.60","12128.85","12128.85","12291.85",
"2022-05-12","07:00","13248.70","13050.55","13050.55","12766.39",
"2022-05-12","08:00","14297.60","14024.70","14024.70","13942.83",
"2022-05-12","09:00","14683.50","14531.05","14531.05","14455.02",
"2022-05-12","10:00","14632.60","14573.80","14573.80","14789.45",
"2022-05-12","11:00","14418.90","14665.40","14665.40","14808.84",
"2022-05-12","12:00","14436.20","14727.60","14727.60","14845.82",
"2022-05-12","13:00","14418.60","14966.60","14966.60","15058.43",
"2022-05-12","14:00","14473.40","15164.95","15164.95","15255.01",
"2022-05-12","15:00","14480.90","15112.00","15112.00","15290.58",
"2022-05-12","16:00","14536.80","15430.60","15430.60","15541.37",
"2022-05-12","17:00","14806.00","15949.20","15949.20","16322.77",
"2022-05-12","18:00","15161.10","16326.55","16326.55","16810.66",
"2022-05-12","19:00","15327.00","16465.20","16465.20","17077.53",
"2022-05-12","20:00","15333.00","16508.50","16508.50","16814.74",
"2022-05-12","21:00","15346.50","16442.05","16442.05","16681.88",
"2022-05-12","22:00","15262.30","16285.65","16285.65","16283.23",
"2022-05-12","23:00","14385.10","15190.55","15190.55","15241.11",
"2022-05-12","24:00","13337.40","13933.45","13933.45","13845.78",
"2022-05-13","01:00","12501.60","12956.25","12956.25","12690.86",
"2022-05-13","02:00","12037.90","12348.70","12348.70","12095.32",
"2022-05-13","03:00","11838.00","12021.75","12021.75","11486.32",
"2022-05-13","04:00","11866.40","11912.25","11912.25","11238.98",
"2022-05-13","05:00","11959.60","11968.60","11968.60","11260.19",
"2022-05-13","06:00","12376.50","12326.00","12326.00","11673.19",
"2022-05-13","07:00","13261.00","13191.45","13191.45","12669.36",
"2022-05-13","08:00","14264.30","14302.70","14302.70","13696.80",
"2022-05-13","09:00","14629.90","14814.20","14814.20","14503.70",
"2022-05-13","10:00","14705.30","15078.90","15078.90","14798.58",
"2022-05-13","11:00","14621.50","15353.00","15353.00","15085.25",
"2022-05-13","12:00","14579.70","15444.20","15444.20","15407.42",
"2022-05-13","13:00","14494.70","15661.70","15661.70","15891.98",
"2022-05-13","14:00","14484.80","15851.55","15851.55","16186.27",
"2022-05-13","15:00","14327.50","15675.35","15675.35","16383.73",
"2022-05-13","16:00","14292.60","15909.00","15909.00","16556.79",
"2022-05-13","17:00","14394.60","16243.45","16243.45","17170.03",
"2022-05-13","18:00","14818.60","16734.95","16734.95","17700.26",
"2022-05-13","19:00","15007.80","16776.00","16776.00","17595.39",
"2022-05-13","20:00","14946.50","16662.05","16662.05","17266.69",
"2022-05-13","21:00","14992.90","16584.10","16584.10","17078.88",
"2022-05-13","22:00","14934.50","16362.25","16362.25","17004.06",
"2022-05-13","23:00","14176.70","15365.60","15365.60","15654.98",
"2022-05-13","24:00","13175.70","14095.10","14095.10","14317.19",
"2022-05-14","01:00","12243.50","12916.30","12916.30","13326.76",
"2022-05-14","02:00","11952.10","12203.15","12203.15","12768.17",
"2022-05-14","03:00","11569.00","11842.75","11842.75","12459.33",
"2022-05-14","04:00","11385.80","11588.15","11588.15","12200.90",
"2022-05-14","05:00","11303.30","11527.10","11527.10","12227.97",
"2022-05-14","06:00","11374.40","11569.90","11569.90","12136.54",
"2022-05-14","07:00","11428.70","11663.25","11663.25","12137.51",
"2022-05-14","08:00","12155.10","12249.95","12249.95","12797.23",
"2022-05-14","09:00","12774.50","13257.00","13257.00","14203.53",
"2022-05-14","10:00","13295.20","13881.40","13881.40","14834.41",
"2022-05-14","11:00","13424.20","14273.40","14273.40","15268.44",
"2022-05-14","12:00","13390.00","14549.20","14549.20","15639.84",
"2022-05-14","13:00","13561.00","14914.35","14914.35","15975.75",
"2022-05-14","14:00","13584.10","15004.90","15004.90","16221.67",
"2022-05-14","15:00","13299.00","14876.65","14876.65","16168.56",
"2022-05-14","16:00","13069.60","14883.95","14883.95","16372.94",
"2022-05-14","17:00","13232.20","15167.40","15167.40","16988.85",
"2022-05-14","18:00","13796.10","15732.60","15732.60","17566.69",
"2022-05-14","19:00","14071.70","15541.50","15541.50","17663.01",
"2022-05-14","20:00","14497.80","15740.25","15740.25","17538.98",
"2022-05-14","21:00","14337.20","15595.50","15595.50","16897.10",
"2022-05-14","22:00","14150.30","15401.90","15401.90","16442.29",
"2022-05-14","23:00","13624.40","14725.85","14725.85","15382.67",
"2022-05-14","24:00","12659.20","13617.40","13617.40","14798.35",
"2022-05-15","01:00","11869.80","12862.85","12862.85","13994.01",
"2022-05-15","02:00","11435.20","12132.60","12132.60","13153.48",
"2022-05-15","03:00","11134.00","11633.85","11633.85","12641.74",
"2022-05-15","04:00","10974.80","11361.55","11361.55","12199.75",
"2022-05-15","05:00","10943.50","11229.80","11229.80","12170.25",
"2022-05-15","06:00","11104.80","11284.75","11284.75","12120.37",
"2022-05-15","07:00","11086.30","11315.65","11315.65","12143.02",
"2022-05-15","08:00","11448.20","11833.85","11833.85","12552.29",
"2022-05-15","09:00","11862.70","12564.45","12564.45","13515.75",
"2022-05-15","10:00","12332.90","13178.75","13178.75","14217.31",
"2022-05-15","11:00","12509.10","13589.35","13589.35","14758.59",
"2022-05-15","12:00","12750.10","14173.25","14173.25","15294.11",
"2022-05-15","13:00","12579.80","14390.30","14390.30","15668.32",
"2022-05-15","14:00","12643.40","14673.95","14673.95","15647.83",
"2022-05-15","15:00","12581.50","14552.65","14552.65","16103.72",
"2022-05-15","16:00","12729.10","14775.15","14775.15","16553.92",
"2022-05-15","17:00","12960.00","15125.40","15125.40","17238.59",
"2022-05-15","18:00","13562.60","16062.25","16062.25","17754.20",
"2022-05-15","19:00","13727.00","15940.75","15940.75","18461.94",
"2022-05-15","20:00","13971.50","15754.70","15754.70","18074.33",
"2022-05-15","21:00","14279.50","15907.05","15907.05","17416.67",
"2022-05-15","22:00","14281.00","15595.65","15595.65","17271.88",
"2022-05-15","23:00","13520.00","14695.05","14695.05","16365.86",
"2022-05-15","24:00","12679.50","13508.50","13508.50","15371.81",
"2022-05-16","01:00","11861.60","12637.80","12637.80","13828.10",
"2022-05-16","02:00","11461.60","12075.90","12075.90","13257.27",
"2022-05-16","03:00","11293.10","11764.20","11764.20","12680.08",
"2022-05-16","04:00","11346.70","11695.55","11695.55","12511.40",
"2022-05-16","05:00","11460.80","11777.05","11777.05","12644.98",
"2022-05-16","06:00","11920.30","12167.55","12167.55","12724.88",
"2022-05-16","07:00","12797.80","12964.35","12964.35","13638.69",
"2022-05-16","08:00","13948.00","14144.65","14144.65","14676.26",
"2022-05-16","09:00","14493.90","14790.80","14790.80","15360.27",
"2022-05-16","10:00","14534.70","14937.70","14937.70","15494.51",
"2022-05-16","11:00","14555.70","14949.10","14949.10","15656.79",
"2022-05-16","12:00","14494.50","14970.95","14970.95","15699.71",
"2022-05-16","13:00","14509.20","14909.70","14909.70","15850.68",
"2022-05-16","14:00","14606.80","14996.60","14996.60","15692.96",
"2022-05-16","15:00","14562.10","14823.35","14823.35","15520.85",
"2022-05-16","16:00","14503.10","14866.25","14866.25","15451.72",
"2022-05-16","17:00","14835.80","15295.50","15295.50","15756.53",
"2022-05-16","18:00","15226.60","15662.00","15662.00","16041.70",
"2022-05-16","19:00","15260.10","15671.50","15671.50","15927.45",
"2022-05-16","20:00","15214.30","15527.70","15527.70","15801.75",
"2022-05-16","21:00","15152.40","15471.20","15471.20","15655.20",
"2022-05-16","22:00","15002.30","15306.20","15306.20","15495.50",
"2022-05-16","23:00","14076.40","14309.80","14309.80","14548.65",
"2022-05-16","24:00","13106.40","13264.00","13264.00","13596.21",
"2022-05-17","01:00","12363.10","12568.05","12568.05","12588.94",
"2022-05-17","02:00","11871.40","11964.35","11964.35","12028.23",
"2022-05-17","03:00","11630.30","11688.60","11688.60","11519.67",
"2022-05-17","04:00","11636.90","11605.45","11605.45","11537.20",
"2022-05-17","05:00","11752.50","11677.75","11677.75","11465.52",
"2022-05-17","06:00","12158.00","12013.35","12013.35","12117.63",
"2022-05-17","07:00","13029.10","12837.00","12837.00","12808.12",
"2022-05-17","08:00","14124.90","13900.35","13900.35","13851.54",
"2022-05-17","09:00","14546.90","14320.85","14320.85","14107.46",
"2022-05-17","10:00","14457.20","14306.65","14306.65","14153.57",
"2022-05-17","11:00","14453.40","14212.75","14212.75","14359.67",
"2022-05-17","12:00","14346.00","14206.15","14206.15","14264.76",
"2022-05-17","13:00","14377.30","14241.65","14241.65","14330.67",
"2022-05-17","14:00","14477.00","14318.30","14318.30","14105.66",
"2022-05-17","15:00","14422.10","14085.10","14085.10","14125.31",
"2022-05-17","16:00","14384.40","14063.60","14063.60","14213.57",
"2022-05-17","17:00","14769.00","14537.00","14537.00","14586.17",
"2022-05-17","18:00","15132.80","14885.25","14885.25","14918.96",
"2022-05-17","19:00","15166.60","14923.80","14923.80","15016.73",
"2022-05-17","20:00","15164.80","15072.40","15072.40","15246.83",
"2022-05-17","21:00","15192.10","15169.95","15169.95","15542.13",
"2022-05-17","22:00","15076.60","15017.25","15017.25","15778.12",
"2022-05-17","23:00","14149.60","14147.05","14147.05","14861.78",
"2022-05-17","24:00","13165.60","13193.90","13193.90","13679.53",
"2022-05-18","01:00","12508.30","12584.65","12584.65","12658.40",
"2022-05-18","02:00","12003.10","12081.90","12081.90","12015.33",
"2022-05-18","03:00","11720.30","11873.00","11873.00","11874.58",
"2022-05-18","04:00","11714.50","11861.10","11861.10","11769.48",
"2022-05-18","05:00","11844.50","12050.10","12050.10","11745.32",
"2022-05-18","06:00","12279.30","12485.85","12485.85","12323.14",
"2022-05-18","07:00","13180.30","13331.65","13331.65","13269.93",
"2022-05-18","08:00","14235.30","14262.60","14262.60","14234.52",
"2022-05-18","09:00","14567.80","14498.70","14498.70","14357.33",
"2022-05-18","10:00","14374.30","14225.65","14225.65","14354.16",
"2022-05-18","11:00","14291.90","13989.40","13989.40","14239.77",
"2022-05-18","12:00","14191.80","13965.70","13965.70","14448.49",
"2022-05-18","13:00","14331.30","14126.30","14126.30","14519.02",
"2022-05-18","14:00","14323.90","14076.45","14076.45","14623.17",
"2022-05-18","15:00","14205.60","13867.55","13867.55","14689.70",
"2022-05-18","16:00","14378.90","14158.50","14158.50","14504.02",
"2022-05-18","17:00","14717.00","14541.25","14541.25","14365.98",
"2022-05-18","18:00","15144.70","14988.25","14988.25","15144.38",
"2022-05-18","19:00","15272.90","15188.45","15188.45","15060.67",
"2022-05-18","20:00","15105.70","15110.25","15110.25","15228.05",
"2022-05-18","21:00","15111.00","15181.40","15181.40","15521.54",
"2022-05-18","22:00","15119.60","15192.70","15192.70","15385.19",
"2022-05-18","23:00","14215.40","14293.50","14293.50","14502.45",
"2022-05-18","24:00","13196.00","13324.55","13324.55","13596.65",
"2022-05-19","01:00","12433.90","12439.20","12439.20","12801.91",
"2022-05-19","02:00","11979.80","12026.50","12026.50","12279.96",
"2022-05-19","03:00","11712.20","11789.30","11789.30","12079.98",
"2022-05-19","04:00","11631.90","11733.25","11733.25","11955.61",
"2022-05-19","05:00","11778.30","11885.75","11885.75","12046.00",
"2022-05-19","06:00","12214.10","12318.10","12318.10","12517.86",
"2022-05-19","07:00","13066.50","13187.20","13187.20","13475.13",
"2022-05-19","08:00","14114.40","14137.25","14137.25","14863.60",
"2022-05-19","09:00","14530.30","14571.20","14571.20","15382.94",
"2022-05-19","10:00","14384.60","14490.55","14490.55","15336.67",
"2022-05-19","11:00","14408.30","14582.95","14582.95","15407.42",
"2022-05-19","12:00","14397.80","14501.20","14501.20","15330.31",
"2022-05-19","13:00","14500.80","14455.05","14455.05","14973.42",
"2022-05-19","14:00","14560.90","14619.30","14619.30","14868.58",
"2022-05-19","15:00","14483.30","14438.10","14438.10","14728.48",
"2022-05-19","16:00","14573.60","14403.05","14403.05","14804.78",
"2022-05-19","17:00","14805.90","14815.90","14815.90","15211.11",
"2022-05-19","18:00","15262.90","15306.60","15306.60","15676.27",
"2022-05-19","19:00","15366.20","15432.25","15432.25","15782.02",
"2022-05-19","20:00","15364.90","15607.15","15607.15","15895.21",
"2022-05-19","21:00","15296.50","15591.05","15591.05","16073.45",
"2022-05-19","22:00","15260.30","15494.65","15494.65","16029.56",
"2022-05-19","23:00","14430.30","14557.55","14557.55","14937.55",
"2022-05-19","24:00","13285.60","13451.40","13451.40","13489.38",
"2022-05-20","01:00","12508.10","12503.15","12503.15","12408.74",
"2022-05-20","02:00","11938.00","11949.70","11949.70","12121.16",
"2022-05-20","03:00","11684.40","11686.75","11686.75","11786.10",
"2022-05-20","04:00","11537.60","11504.25","11504.25","11742.11",
"2022-05-20","05:00","11595.00","11516.05","11516.05","11792.18",
"2022-05-20","06:00","11977.80","11858.05","11858.05","12070.55",
"2022-05-20","07:00","12766.90","12648.35","12648.35","12989.63",
"2022-05-20","08:00","13763.80","13705.20","13705.20","14095.27",
"2022-05-20","09:00","14282.20","14069.90","14069.90","14495.26",
"2022-05-20","10:00","14524.50","14516.90","14516.90","14309.73",
"2022-05-20","11:00","14411.60","14686.60","14686.60","14318.73",
"2022-05-20","12:00","14451.40","14634.60","14634.60","14199.13",
"2022-05-20","13:00","14538.90","14810.85","14810.85","14417.52",
"2022-05-20","14:00","14774.40","15355.45","15355.45","",
"2022-05-20","15:00","14721.90","15684.65","15684.65","",
"2022-05-20","16:00","14685.80","16016.85","16016.85","",
"2022-05-20","17:00","14922.10","16623.10","16623.10","",
"2022-05-20","18:00","15229.40","17203.75","17203.75","",
"2022-05-20","19:00","15283.50","17290.85","17290.85","15991.63",
"2022-05-20","20:00","15190.20","17178.65","17178.65","16104.10",
"2022-05-20","21:00","15074.30","16807.90","16807.90","16187.91",
"2022-05-20","22:00","15034.70","16696.35","16696.35","16207.40",
"2022-05-20","23:00","14190.00","15749.65","15749.65","15169.61",
"2022-05-20","24:00","13236.50","14518.20","14518.20","14002.13",
"2022-05-21","01:00","12483.30","14537.90","14537.90","13136.15",
"2022-05-21","02:00","12271.50","13886.10","13886.10","12607.49",
"2022-05-21","03:00","11672.30","13280.40","13280.40","12084.91",
"2022-05-21","04:00","11564.10","12865.95","12865.95","12075.41",
"2022-05-21","05:00","11372.60","12481.40","12481.40","12065.93",
"2022-05-21","06:00","11431.30","12460.45","12460.45","12029.93",
"2022-05-21","07:00","11577.50","12772.70","12772.70","12235.54",
"2022-05-21","08:00","12193.40","13509.45","13509.45","12821.36",
"2022-05-21","09:00","12906.60","14402.30","14402.30","13694.68",
"2022-05-21","10:00","13164.40","15361.65","15361.65","14224.18",
"2022-05-21","11:00","13222.30","15697.50","15697.50","14995.11",
"2022-05-21","12:00","13249.80","16045.90","16045.90","16303.23",
"2022-05-21","13:00","13227.70","16160.80","16160.80","16220.83",
"2022-05-21","14:00","12913.10","15640.60","15640.60","14689.43",
"2022-05-21","15:00","12640.80","15669.30","15669.30","13987.91",
"2022-05-21","16:00","12736.80","15944.95","15944.95","14305.57",
"2022-05-21","17:00","12891.30","16066.35","16066.35","14287.02",
"2022-05-21","18:00","13594.10","16690.50","16690.50","14299.98",
"2022-05-21","19:00","13755.10","16673.50","16673.50","14182.63",
"2022-05-21","20:00","14351.40","16517.00","16517.00","14068.46",
"2022-05-21","21:00","14138.30","15815.00","15815.00","13759.71",
"2022-05-21","22:00","14190.20","15776.35","15776.35","13865.75",
"2022-05-21","23:00","13708.00","15169.40","15169.40","13159.20",
"2022-05-21","24:00","12771.60","14187.95","14187.95","12584.22",
"2022-05-22","01:00","11664.50","12724.45","12724.45","12003.15",
"2022-05-22","02:00","11224.80","12130.35","12130.35","11430.15",
"2022-05-22","03:00","11036.60","11789.20","11789.20","11044.51",
"2022-05-22","04:00","10770.00","11434.65","11434.65","10760.77",
"2022-05-22","05:00","10709.80","11255.05","11255.05","10580.78",
"2022-05-22","06:00","10808.10","11279.65","11279.65","10484.60",
"2022-05-22","07:00","10833.70","11306.90","11306.90","10613.94",
"2022-05-22","08:00","11223.60","11864.85","11864.85","10985.58",
"2022-05-22","09:00","11762.40","12456.95","12456.95","11550.30",
"2022-05-22","10:00","11904.70","12830.75","12830.75","12083.42",
"2022-05-22","11:00","11987.70","13152.85","13152.85","12785.64",
"2022-05-22","12:00","12273.40","13655.65","13655.65","13075.27",
"2022-05-22","13:00","12117.70","13807.35","13807.35","13303.84",
"2022-05-22","14:00","12254.60","14000.30","14000.30","13200.79",
"2022-05-22","15:00","12305.80","13893.70","13893.70","12790.69",
"2022-05-22","16:00","12365.70","13844.00","13844.00","12366.54",
"2022-05-22","17:00","13001.30","14039.10","14039.10","12656.49",
"2022-05-22","18:00","13420.30","14754.65","14754.65","12959.02",
"2022-05-22","19:00","13768.50","15000.30","15000.30","12957.12",
"2022-05-22","20:00","13467.50","14570.40","14570.40","12952.06",
"2022-05-22","21:00","13529.10","14669.50","14669.50","12987.84",
"2022-05-22","22:00","13458.30","14076.95","14076.95","13201.62",
"2022-05-22","23:00","12873.00","13461.05","13461.05","12699.83",
"2022-05-22","24:00","12127.20","12615.40","12615.40","11974.35",
"2022-05-23","01:00","11300.50","11550.95","11550.95","11426.24",
"2022-05-23","02:00","10975.00","11171.40","11171.40","11036.29",
"2022-05-23","03:00","10694.60","10788.15","10788.15","10837.28",
"2022-05-23","04:00","10554.40","10551.80","10551.80","10665.97",
"2022-05-23","05:00","10486.20","10447.95","10447.95","10683.42",
"2022-05-23","06:00","10653.30","10690.80","10690.80","10868.27",
"2022-05-23","07:00","10696.80","10693.20","10693.20","11027.23",
"2022-05-23","08:00","11301.80","11130.40","11130.40","11269.83",
"2022-05-23","09:00","11586.80","11340.50","11340.50","11376.83",
"2022-05-23","10:00","11860.20","11653.50","11653.50","11498.49",
"2022-05-23","11:00","12087.10","11736.10","11736.10","11678.21",
"2022-05-23","12:00","12176.50","11690.50","11690.50","11959.58",
"2022-05-23","13:00","12398.10","11825.25","11825.25","12137.52",
"2022-05-23","14:00","12373.80","11708.05","11708.05","12164.47",
"2022-05-23","15:00","12481.50","11336.25","11336.25","12256.55",
"2022-05-23","16:00","12416.70","11609.25","11609.25","12147.46",
"2022-05-23","17:00","13128.10","12121.55","12121.55","12680.63",
"2022-05-23","18:00","13636.70","13025.55","13025.55","13529.74",
"2022-05-23","19:00","13892.70","13441.05","13441.05","13608.83",
"2022-05-23","20:00","13815.10","13595.80","13595.80","13646.27",
"2022-05-23","21:00","13926.50","13802.80","13802.80","14035.05",
"2022-05-23","22:00","14102.60","13912.55","13912.55","14023.23",
"2022-05-23","23:00","13464.60","13326.75","13326.75","13358.25",
"2022-05-23","24:00","12422.20","12304.25","12304.25","12565.81",
"2022-05-24","01:00","11789.90","11817.45","11817.45","11927.64",
